Year,Géographie,data.Selected demographic characteristics,data.Gender,Value
2018,Nouvelle-Écosse,25 à 34 ans,data.Gender diverse,
2018,Nouvelle-Écosse,35 à 44 ans,data.Total - gender,21.57
2018,Nouvelle-Écosse,35 à 44 ans,data.Male gender,10.07
2018,Nouvelle-Écosse,35 à 44 ans,data.Female gender,32.48
2018,Nouvelle-Écosse,35 à 44 ans,data.Gender diverse,
2018,Nouvelle-Écosse,45 à 54 ans,data.Total - gender,26.25
2018,Nouvelle-Écosse,45 à 54 ans,data.Male gender,10.51
2018,Nouvelle-Écosse,45 à 54 ans,data.Female gender,40.53
2018,Nouvelle-Écosse,45 à 54 ans,data.Gender diverse,
2018,Nouvelle-Écosse,55 ans et plus,data.Total - gender,19.94
2018,Nouvelle-Écosse,55 ans et plus,data.Male gender,10.34
2018,Nouvelle-Écosse,55 ans et plus,data.Female gender,28.55
2018,Nouvelle-Écosse,55 ans et plus,data.Gender diverse,
2018,Nouvelle-Écosse,data.Total - immigrant status,data.Total - gender,21.67
2018,Nouvelle-Écosse,data.Total - immigrant status,data.Male gender,9.61
2018,Nouvelle-Écosse,data.Total - immigrant status,data.Female gender,33.1
2018,Nouvelle-Écosse,data.Total - immigrant status,data.Gender diverse,
2018,Nouvelle-Écosse,data.Non-immigrants,data.Total - gender,22.67
2018,Nouvelle-Écosse,data.Non-immigrants,data.Male gender,10.07
2018,Nouvelle-Écosse,data.Non-immigrants,data.Female gender,34.42
2018,Nouvelle-Écosse,data.Non-immigrants,data.Gender diverse,
2018,Nouvelle-Écosse,data.Immigrants,data.Total - gender,12.74
2018,Nouvelle-Écosse,data.Immigrants,data.Male gender,
2018,Nouvelle-Écosse,data.Immigrants,data.Female gender,20.31
2018,Nouvelle-Écosse,data.Immigrants,data.Gender diverse,
2018,Nouvelle-Écosse,data.Not stated - immigrant status,data.Total - gender,
2018,Nouvelle-Écosse,data.Not stated - immigrant status,data.Male gender,
2018,Nouvelle-Écosse,data.Not stated - immigrant status,data.Female gender,
2018,Nouvelle-Écosse,data.Not stated - immigrant status,data.Gender diverse,
2018,Nouvelle-Écosse,data.Total - visible minority population,data.Total - gender,21.67
2018,Nouvelle-Écosse,data.Total - visible minority population,data.Male gender,9.61
2018,Nouvelle-Écosse,data.Total - visible minority population,data.Female gender,33.1
2018,Nouvelle-Écosse,data.Total - visible minority population,data.Gender diverse,
2018,Nouvelle-Écosse,data.Visible minority population,data.Total - gender,13.71
2018,Nouvelle-Écosse,data.Visible minority population,data.Male gender,
2018,Nouvelle-Écosse,data.Visible minority population,data.Female gender,20.77
2018,Nouvelle-Écosse,data.Visible minority population,data.Gender diverse,
2018,Nouvelle-Écosse,data.Not a visible minority,data.Total - gender,22.24
2018,Nouvelle-Écosse,data.Not a visible minority,data.Male gender,9.83
2018,Nouvelle-Écosse,data.Not a visible minority,data.Female gender,33.92
2018,Nouvelle-Écosse,data.Not a visible minority,data.Gender diverse,
2018,Nouvelle-Écosse,data.Not stated - visible minority population,data.Total - gender,
2018,Nouvelle-Écosse,data.Not stated - visible minority population,data.Male gender,
2018,Nouvelle-Écosse,data.Not stated - visible minority population,data.Female gender,
2018,Nouvelle-Écosse,data.Not stated - visible minority population,data.Gender diverse,
2018,Nouvelle-Écosse,data.Total - population by indigenous identity,data.Total - gender,21.67
2018,Nouvelle-Écosse,data.Total - population by indigenous identity,data.Male gender,9.61
2018,Nouvelle-Écosse,data.Total - population by indigenous identity,data.Female gender,33.1
2018,Nouvelle-Écosse,data.Total - population by indigenous identity,data.Gender diverse,
2018,Nouvelle-Écosse,data.Indigenous identity,data.Total - gender,30.18
2018,Nouvelle-Écosse,data.Indigenous identity,data.Male gender,
2018,Nouvelle-Écosse,data.Indigenous identity,data.Female gender,46.54
2018,Nouvelle-Écosse,data.Indigenous identity,data.Gender diverse,
2018,Nouvelle-Écosse,data.First Nations (North American Indian),data.Total - gender,
2018,Nouvelle-Écosse,data.First Nations (North American Indian),data.Male gender,
2018,Nouvelle-Écosse,data.First Nations (North American Indian),data.Female gender,
2018,Nouvelle-Écosse,data.First Nations (North American Indian),data.Gender diverse,
2018,Nouvelle-Écosse,data.M�tis,data.Total - gender,25.4
2018,Nouvelle-Écosse,data.M�tis,data.Male gender,
2018,Nouvelle-Écosse,data.M�tis,data.Female gender,
2018,Nouvelle-Écosse,data.M�tis,data.Gender diverse,
2018,Nouvelle-Écosse,data.Inuk (Inuit),data.Total - gender,
2018,Nouvelle-Écosse,data.Inuk (Inuit),data.Male gender,
2018,Nouvelle-Écosse,data.Inuk (Inuit),data.Female gender,
2018,Nouvelle-Écosse,data.Inuk (Inuit),data.Gender diverse,
2018,Nouvelle-Écosse,data.Other indigenous identity,data.Total - gender,
2018,Nouvelle-Écosse,data.Other indigenous identity,data.Male gender,
2018,Nouvelle-Écosse,data.Other indigenous identity,data.Female gender,
2018,Nouvelle-Écosse,data.Other indigenous identity,data.Gender diverse,
2018,Nouvelle-Écosse,data.Non-indigenous identity,data.Total - gender,21.23
2018,Nouvelle-Écosse,data.Non-indigenous identity,data.Male gender,9.49
2018,Nouvelle-Écosse,data.Non-indigenous identity,data.Female gender,32.44
2018,Nouvelle-Écosse,data.Non-indigenous identity,data.Gender diverse,
2018,Nouvelle-Écosse,data.Not stated - population by indigenous identity,data.Total - gender,
2018,Nouvelle-Écosse,data.Not stated - population by indigenous identity,data.Male gender,
2018,Nouvelle-Écosse,data.Not stated - population by indigenous identity,data.Female gender,
2018,Nouvelle-Écosse,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,Nouvelle-Écosse,data.Total - disability status,data.Total - gender,21.67
2018,Nouvelle-Écosse,data.Total - disability status,data.Male gender,9.61
2018,Nouvelle-Écosse,data.Total - disability status,data.Female gender,33.1
2018,Nouvelle-Écosse,data.Total - disability status,data.Gender diverse,
2018,Nouvelle-Écosse,data.Has a disability,data.Total - gender,28.26
2018,Nouvelle-Écosse,data.Has a disability,data.Male gender,11.23
2018,Nouvelle-Écosse,data.Has a disability,data.Female gender,41.59
2018,Nouvelle-Écosse,data.Has a disability,data.Gender diverse,
2018,Nouvelle-Écosse,data.Does not have a disability,data.Total - gender,17.07
2018,Nouvelle-Écosse,data.Does not have a disability,data.Male gender,8.64
2018,Nouvelle-Écosse,data.Does not have a disability,data.Female gender,26.21
2018,Nouvelle-Écosse,data.Does not have a disability,data.Gender diverse,
2018,Nouvelle-Écosse,data.Total - sexual orientation,data.Total - gender,21.67
2018,Nouvelle-Écosse,data.Total - sexual orientation,data.Male gender,9.61
2018,Nouvelle-Écosse,data.Total - sexual orientation,data.Female gender,33.1
2018,Nouvelle-Écosse,data.Total - sexual orientation,data.Gender diverse,
2018,Nouvelle-Écosse,data.Heterosexual,data.Total - gender,21.02
2018,Nouvelle-Écosse,data.Heterosexual,data.Male gender,9.07
2018,Nouvelle-Écosse,data.Heterosexual,data.Female gender,32.53
2018,Nouvelle-Écosse,data.Heterosexual,data.Gender diverse,
2018,Nouvelle-Écosse,data.Sexual minority,data.Total - gender,40.87
2018,Nouvelle-Écosse,data.Sexual minority,data.Male gender,
2018,Nouvelle-Écosse,data.Sexual minority,data.Female gender,60.77
2018,Nouvelle-Écosse,data.Sexual minority,data.Gender diverse,
2018,Nouvelle-Écosse,data.Lesbian or gay,data.Total - gender,
2018,Nouvelle-Écosse,data.Lesbian or gay,data.Male gender,
2018,Nouvelle-Écosse,data.Lesbian or gay,data.Female gender,
2018,Nouvelle-Écosse,data.Lesbian or gay,data.Gender diverse,
2018,Nouvelle-Écosse,data.Bisexual or pansexual,data.Total - gender,
2018,Nouvelle-Écosse,data.Bisexual or pansexual,data.Male gender,
2018,Nouvelle-Écosse,data.Bisexual or pansexual,data.Female gender,
2018,Nouvelle-Écosse,data.Bisexual or pansexual,data.Gender diverse,
2018,Nouvelle-Écosse,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,Nouvelle-Écosse,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,Nouvelle-Écosse,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,Nouvelle-Écosse,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,Nouvelle-Écosse,data.Not stated - sexual orientation,data.Total - gender,11.61
2018,Nouvelle-Écosse,data.Not stated - sexual orientation,data.Male gender,
2018,Nouvelle-Écosse,data.Not stated - sexual orientation,data.Female gender,
2018,Nouvelle-Écosse,data.Not stated - sexual orientation,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - age,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - age,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - age,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - age,data.Gender diverse,
2018,Nouveau-Brunswick,15 à 24 ans,data.Total - gender,24.49
2018,Nouveau-Brunswick,15 à 24 ans,data.Male gender,
2018,Nouveau-Brunswick,15 à 24 ans,data.Female gender,42.72
2018,Nouveau-Brunswick,15 à 24 ans,data.Gender diverse,
2018,Nouveau-Brunswick,25 à 34 ans,data.Total - gender,23.61
2018,Nouveau-Brunswick,25 à 34 ans,data.Male gender,
2018,Nouveau-Brunswick,25 à 34 ans,data.Female gender,39.39
2018,Nouveau-Brunswick,25 à 34 ans,data.Gender diverse,
2018,Nouveau-Brunswick,35 à 44 ans,data.Total - gender,25.67
2018,Nouveau-Brunswick,35 à 44 ans,data.Male gender,16.03
2018,Nouveau-Brunswick,35 à 44 ans,data.Female gender,35.01
2018,Nouveau-Brunswick,35 à 44 ans,data.Gender diverse,
2018,Nouveau-Brunswick,45 à 54 ans,data.Total - gender,20.25
2018,Nouveau-Brunswick,45 à 54 ans,data.Male gender,10.68
2018,Nouveau-Brunswick,45 à 54 ans,data.Female gender,29.5
2018,Nouveau-Brunswick,45 à 54 ans,data.Gender diverse,
2018,Nouveau-Brunswick,55 ans et plus,data.Total - gender,13.74
2018,Nouveau-Brunswick,55 ans et plus,data.Male gender,8.08
2018,Nouveau-Brunswick,55 ans et plus,data.Female gender,18.92
2018,Nouveau-Brunswick,55 ans et plus,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - immigrant status,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - immigrant status,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - immigrant status,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - immigrant status,data.Gender diverse,
2018,Nouveau-Brunswick,data.Non-immigrants,data.Total - gender,19.74
2018,Nouveau-Brunswick,data.Non-immigrants,data.Male gender,10.07
2018,Nouveau-Brunswick,data.Non-immigrants,data.Female gender,28.84
2018,Nouveau-Brunswick,data.Non-immigrants,data.Gender diverse,
2018,Nouveau-Brunswick,data.Immigrants,data.Total - gender,13.56
2018,Nouveau-Brunswick,data.Immigrants,data.Male gender,
2018,Nouveau-Brunswick,data.Immigrants,data.Female gender,22.65
2018,Nouveau-Brunswick,data.Immigrants,data.Gender diverse,
2018,Nouveau-Brunswick,data.Not stated - immigrant status,data.Total - gender,
2018,Nouveau-Brunswick,data.Not stated - immigrant status,data.Male gender,
2018,Nouveau-Brunswick,data.Not stated - immigrant status,data.Female gender,
2018,Nouveau-Brunswick,data.Not stated - immigrant status,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - visible minority population,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - visible minority population,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - visible minority population,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - visible minority population,data.Gender diverse,
2018,Nouveau-Brunswick,data.Visible minority population,data.Total - gender,13.32
2018,Nouveau-Brunswick,data.Visible minority population,data.Male gender,
2018,Nouveau-Brunswick,data.Visible minority population,data.Female gender,
2018,Nouveau-Brunswick,data.Visible minority population,data.Gender diverse,
2018,Nouveau-Brunswick,data.Not a visible minority,data.Total - gender,19.72
2018,Nouveau-Brunswick,data.Not a visible minority,data.Male gender,9.95
2018,Nouveau-Brunswick,data.Not a visible minority,data.Female gender,28.76
2018,Nouveau-Brunswick,data.Not a visible minority,data.Gender diverse,
2018,Nouveau-Brunswick,data.Not stated - visible minority population,data.Total - gender,
2018,Nouveau-Brunswick,data.Not stated - visible minority population,data.Male gender,
2018,Nouveau-Brunswick,data.Not stated - visible minority population,data.Female gender,
2018,Nouveau-Brunswick,data.Not stated - visible minority population,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - population by indigenous identity,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - population by indigenous identity,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - population by indigenous identity,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - population by indigenous identity,data.Gender diverse,
2018,Nouveau-Brunswick,data.Indigenous identity,data.Total - gender,22.04
2018,Nouveau-Brunswick,data.Indigenous identity,data.Male gender,
2018,Nouveau-Brunswick,data.Indigenous identity,data.Female gender,
2018,Nouveau-Brunswick,data.Indigenous identity,data.Gender diverse,
2018,Nouveau-Brunswick,data.First Nations (North American Indian),data.Total - gender,
2018,Nouveau-Brunswick,data.First Nations (North American Indian),data.Male gender,
2018,Nouveau-Brunswick,data.First Nations (North American Indian),data.Female gender,
2018,Nouveau-Brunswick,data.First Nations (North American Indian),data.Gender diverse,
2018,Nouveau-Brunswick,data.M�tis,data.Total - gender,
2018,Nouveau-Brunswick,data.M�tis,data.Male gender,
2018,Nouveau-Brunswick,data.M�tis,data.Female gender,
2018,Nouveau-Brunswick,data.M�tis,data.Gender diverse,
2018,Nouveau-Brunswick,data.Inuk (Inuit),data.Total - gender,
2018,Nouveau-Brunswick,data.Inuk (Inuit),data.Male gender,
2018,Nouveau-Brunswick,data.Inuk (Inuit),data.Female gender,
2018,Nouveau-Brunswick,data.Inuk (Inuit),data.Gender diverse,
2018,Nouveau-Brunswick,data.Other indigenous identity,data.Total - gender,
2018,Nouveau-Brunswick,data.Other indigenous identity,data.Male gender,
2018,Nouveau-Brunswick,data.Other indigenous identity,data.Female gender,
2018,Nouveau-Brunswick,data.Other indigenous identity,data.Gender diverse,
2018,Nouveau-Brunswick,data.Non-indigenous identity,data.Total - gender,19.34
2018,Nouveau-Brunswick,data.Non-indigenous identity,data.Male gender,9.77
2018,Nouveau-Brunswick,data.Non-indigenous identity,data.Female gender,28.65
2018,Nouveau-Brunswick,data.Non-indigenous identity,data.Gender diverse,
2018,Nouveau-Brunswick,data.Not stated - population by indigenous identity,data.Total - gender,
2018,Nouveau-Brunswick,data.Not stated - population by indigenous identity,data.Male gender,
2018,Nouveau-Brunswick,data.Not stated - population by indigenous identity,data.Female gender,
2018,Nouveau-Brunswick,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - disability status,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - disability status,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - disability status,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - disability status,data.Gender diverse,
2018,Nouveau-Brunswick,data.Has a disability,data.Total - gender,27.75
2018,Nouveau-Brunswick,data.Has a disability,data.Male gender,15.88
2018,Nouveau-Brunswick,data.Has a disability,data.Female gender,37.23
2018,Nouveau-Brunswick,data.Has a disability,data.Gender diverse,
2018,Nouveau-Brunswick,data.Does not have a disability,data.Total - gender,13.98
2018,Nouveau-Brunswick,data.Does not have a disability,data.Male gender,6.66
2018,Nouveau-Brunswick,data.Does not have a disability,data.Female gender,22.12
2018,Nouveau-Brunswick,data.Does not have a disability,data.Gender diverse,
2018,Nouveau-Brunswick,data.Total - sexual orientation,data.Total - gender,19.27
2018,Nouveau-Brunswick,data.Total - sexual orientation,data.Male gender,9.84
2018,Nouveau-Brunswick,data.Total - sexual orientation,data.Female gender,28.52
2018,Nouveau-Brunswick,data.Total - sexual orientation,data.Gender diverse,
2018,Nouveau-Brunswick,data.Heterosexual,data.Total - gender,18.93
2018,Nouveau-Brunswick,data.Heterosexual,data.Male gender,9.43
2018,Nouveau-Brunswick,data.Heterosexual,data.Female gender,28.28
2018,Nouveau-Brunswick,data.Heterosexual,data.Gender diverse,
2018,Nouveau-Brunswick,data.Sexual minority,data.Total - gender,38.0
2018,Nouveau-Brunswick,data.Sexual minority,data.Male gender,
2018,Nouveau-Brunswick,data.Sexual minority,data.Female gender,
2018,Nouveau-Brunswick,data.Sexual minority,data.Gender diverse,
2018,Nouveau-Brunswick,data.Lesbian or gay,data.Total - gender,
2018,Nouveau-Brunswick,data.Lesbian or gay,data.Male gender,
2018,Nouveau-Brunswick,data.Lesbian or gay,data.Female gender,
2018,Nouveau-Brunswick,data.Lesbian or gay,data.Gender diverse,
2018,Nouveau-Brunswick,data.Bisexual or pansexual,data.Total - gender,
2018,Nouveau-Brunswick,data.Bisexual or pansexual,data.Male gender,
2018,Nouveau-Brunswick,data.Bisexual or pansexual,data.Female gender,
2018,Nouveau-Brunswick,data.Bisexual or pansexual,data.Gender diverse,
2018,Nouveau-Brunswick,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,Nouveau-Brunswick,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,Nouveau-Brunswick,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,Nouveau-Brunswick,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,Nouveau-Brunswick,data.Not stated - sexual orientation,data.Total - gender,8.28
2018,Nouveau-Brunswick,data.Not stated - sexual orientation,data.Male gender,
2018,Nouveau-Brunswick,data.Not stated - sexual orientation,data.Female gender,
2018,Nouveau-Brunswick,data.Not stated - sexual orientation,data.Gender diverse,
2018,Québec,data.Total - age,data.Total - gender,15.2
2018,Québec,data.Total - age,data.Male gender,5.67
2018,Québec,data.Total - age,data.Female gender,24.51
2018,Québec,data.Total - age,data.Gender diverse,
2018,Québec,15 à 24 ans,data.Total - gender,14.14
2018,Québec,15 à 24 ans,data.Male gender,4.7
2018,Québec,15 à 24 ans,data.Female gender,23.95
2018,Québec,15 à 24 ans,data.Gender diverse,
2018,Québec,25 à 34 ans,data.Total - gender,16.25
2018,Québec,25 à 34 ans,data.Male gender,5.19
2018,Québec,25 à 34 ans,data.Female gender,27.51
2018,Québec,25 à 34 ans,data.Gender diverse,
2018,Québec,35 à 44 ans,data.Total - gender,16.82
2018,Québec,35 à 44 ans,data.Male gender,6.04
2018,Québec,35 à 44 ans,data.Female gender,27.66
2018,Québec,35 à 44 ans,data.Gender diverse,
2018,Québec,45 à 54 ans,data.Total - gender,17.58
2018,Québec,45 à 54 ans,data.Male gender,6.03
2018,Québec,45 à 54 ans,data.Female gender,29.42
2018,Québec,45 à 54 ans,data.Gender diverse,
2018,Québec,55 ans et plus,data.Total - gender,13.53
2018,Québec,55 ans et plus,data.Male gender,5.89
2018,Québec,55 ans et plus,data.Female gender,20.47
2018,Québec,55 ans et plus,data.Gender diverse,
2018,Québec,data.Total - immigrant status,data.Total - gender,15.2
2018,Québec,data.Total - immigrant status,data.Male gender,5.67
2018,Québec,data.Total - immigrant status,data.Female gender,24.51
2018,Québec,data.Total - immigrant status,data.Gender diverse,
2018,Québec,data.Non-immigrants,data.Total - gender,15.96
2018,Québec,data.Non-immigrants,data.Male gender,5.8
2018,Québec,data.Non-immigrants,data.Female gender,25.44
2018,Québec,data.Non-immigrants,data.Gender diverse,
2018,Québec,data.Immigrants,data.Total - gender,11.78
2018,Québec,data.Immigrants,data.Male gender,5.12
2018,Québec,data.Immigrants,data.Female gender,20.08
2018,Québec,data.Immigrants,data.Gender diverse,
2018,Québec,data.Not stated - immigrant status,data.Total - gender,
2018,Québec,data.Not stated - immigrant status,data.Male gender,
2018,Québec,data.Not stated - immigrant status,data.Female gender,
2018,Québec,data.Not stated - immigrant status,data.Gender diverse,
2018,Québec,data.Total - visible minority population,data.Total - gender,15.2
2018,Québec,data.Total - visible minority population,data.Male gender,5.67
2018,Québec,data.Total - visible minority population,data.Female gender,24.51
2018,Québec,data.Total - visible minority population,data.Gender diverse,
2018,Québec,data.Visible minority population,data.Total - gender,10.06
2018,Québec,data.Visible minority population,data.Male gender,
2018,Québec,data.Visible minority population,data.Female gender,17.69
2018,Québec,data.Visible minority population,data.Gender diverse,
2018,Québec,data.Not a visible minority,data.Total - gender,15.98
2018,Québec,data.Not a visible minority,data.Male gender,6.12
2018,Québec,data.Not a visible minority,data.Female gender,25.52
2018,Québec,data.Not a visible minority,data.Gender diverse,
2018,Québec,data.Not stated - visible minority population,data.Total - gender,
2018,Québec,data.Not stated - visible minority population,data.Male gender,
2018,Québec,data.Not stated - visible minority population,data.Female gender,
2018,Québec,data.Not stated - visible minority population,data.Gender diverse,
2018,Québec,data.Total - population by indigenous identity,data.Total - gender,15.2
2018,Québec,data.Total - population by indigenous identity,data.Male gender,5.67
2018,Québec,data.Total - population by indigenous identity,data.Female gender,24.51
2018,Québec,data.Total - population by indigenous identity,data.Gender diverse,
2018,Québec,data.Indigenous identity,data.Total - gender,21.93
2018,Québec,data.Indigenous identity,data.Male gender,
2018,Québec,data.Indigenous identity,data.Female gender,34.19
2018,Québec,data.Indigenous identity,data.Gender diverse,
2018,Québec,data.First Nations (North American Indian),data.Total - gender,
2018,Québec,data.First Nations (North American Indian),data.Male gender,
2018,Québec,data.First Nations (North American Indian),data.Female gender,
2018,Québec,data.First Nations (North American Indian),data.Gender diverse,
2018,Québec,data.M�tis,data.Total - gender,27.21
2018,Québec,data.M�tis,data.Male gender,
2018,Québec,data.M�tis,data.Female gender,
2018,Québec,data.M�tis,data.Gender diverse,
2018,Québec,data.Inuk (Inuit),data.Total - gender,
2018,Québec,data.Inuk (Inuit),data.Male gender,
2018,Québec,data.Inuk (Inuit),data.Female gender,
2018,Québec,data.Inuk (Inuit),data.Gender diverse,
2018,Québec,data.Other indigenous identity,data.Total - gender,
2018,Québec,data.Other indigenous identity,data.Male gender,
2018,Québec,data.Other indigenous identity,data.Female gender,
2018,Québec,data.Other indigenous identity,data.Gender diverse,
2018,Québec,data.Non-indigenous identity,data.Total - gender,15.12
2018,Québec,data.Non-indigenous identity,data.Male gender,5.71
2018,Québec,data.Non-indigenous identity,data.Female gender,24.35
2018,Québec,data.Non-indigenous identity,data.Gender diverse,
2018,Québec,data.Not stated - population by indigenous identity,data.Total - gender,
2018,Québec,data.Not stated - population by indigenous identity,data.Male gender,
2018,Québec,data.Not stated - population by indigenous identity,data.Female gender,
2018,Québec,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,Québec,data.Total - disability status,data.Total - gender,15.2
2018,Québec,data.Total - disability status,data.Male gender,5.67
2018,Québec,data.Total - disability status,data.Female gender,24.51
2018,Québec,data.Total - disability status,data.Gender diverse,
2018,Québec,data.Has a disability,data.Total - gender,22.18
2018,Québec,data.Has a disability,data.Male gender,9.8
2018,Québec,data.Has a disability,data.Female gender,31.69
2018,Québec,data.Has a disability,data.Gender diverse,
2018,Québec,data.Does not have a disability,data.Total - gender,12.07
2018,Québec,data.Does not have a disability,data.Male gender,4.13
2018,Québec,data.Does not have a disability,data.Female gender,20.72
2018,Québec,data.Does not have a disability,data.Gender diverse,
2018,Québec,data.Total - sexual orientation,data.Total - gender,15.2
2018,Québec,data.Total - sexual orientation,data.Male gender,5.67
2018,Québec,data.Total - sexual orientation,data.Female gender,24.51
2018,Québec,data.Total - sexual orientation,data.Gender diverse,
2018,Québec,data.Heterosexual,data.Total - gender,14.74
2018,Québec,data.Heterosexual,data.Male gender,5.06
2018,Québec,data.Heterosexual,data.Female gender,24.23
2018,Québec,data.Heterosexual,data.Gender diverse,
2018,Québec,data.Sexual minority,data.Total - gender,33.49
2018,Québec,data.Sexual minority,data.Male gender,24.71
2018,Québec,data.Sexual minority,data.Female gender,42.95
2018,Québec,data.Sexual minority,data.Gender diverse,
2018,Québec,data.Lesbian or gay,data.Total - gender,24.7
2018,Québec,data.Lesbian or gay,data.Male gender,22.05
2018,Québec,data.Lesbian or gay,data.Female gender,
2018,Québec,data.Lesbian or gay,data.Gender diverse,
2018,Québec,data.Bisexual or pansexual,data.Total - gender,40.33
2018,Québec,data.Bisexual or pansexual,data.Male gender,
2018,Québec,data.Bisexual or pansexual,data.Female gender,48.01
2018,Québec,data.Bisexual or pansexual,data.Gender diverse,
2018,Québec,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,Québec,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,Québec,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,Québec,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,Québec,data.Not stated - sexual orientation,data.Total - gender,
2018,Québec,data.Not stated - sexual orientation,data.Male gender,
2018,Québec,data.Not stated - sexual orientation,data.Female gender,
2018,Québec,data.Not stated - sexual orientation,data.Gender diverse,
2018,Ontario,data.Total - age,data.Total - gender,19.21
2018,Ontario,data.Total - age,data.Male gender,8.17
2018,Ontario,data.Total - age,data.Female gender,29.77
2018,Ontario,data.Total - age,data.Gender diverse,
2018,Ontario,15 à 24 ans,data.Total - gender,14.67
2018,Ontario,15 à 24 ans,data.Male gender,8.63
2018,Ontario,15 à 24 ans,data.Female gender,21.4
2018,Ontario,15 à 24 ans,data.Gender diverse,
2018,Ontario,25 à 34 ans,data.Total - gender,25.43
2018,Ontario,25 à 34 ans,data.Male gender,8.97
2018,Ontario,25 à 34 ans,data.Female gender,41.38
2018,Ontario,25 à 34 ans,data.Gender diverse,
2018,Ontario,35 à 44 ans,data.Total - gender,23.52
2018,Ontario,35 à 44 ans,data.Male gender,9.81
2018,Ontario,35 à 44 ans,data.Female gender,36.76
2018,Ontario,35 à 44 ans,data.Gender diverse,
2018,Ontario,45 à 54 ans,data.Total - gender,18.68
2018,Ontario,45 à 54 ans,data.Male gender,8.59
2018,Ontario,45 à 54 ans,data.Female gender,28.45
2018,Ontario,45 à 54 ans,data.Gender diverse,
2018,Ontario,55 ans et plus,data.Total - gender,16.59
2018,Ontario,55 ans et plus,data.Male gender,6.65
2018,Ontario,55 ans et plus,data.Female gender,25.42
2018,Ontario,55 ans et plus,data.Gender diverse,
2018,Ontario,data.Total - immigrant status,data.Total - gender,19.21
2018,Ontario,data.Total - immigrant status,data.Male gender,8.17
2018,Ontario,data.Total - immigrant status,data.Female gender,29.77
2018,Ontario,data.Total - immigrant status,data.Gender diverse,
2018,Ontario,data.Non-immigrants,data.Total - gender,23.26
2018,Ontario,data.Non-immigrants,data.Male gender,9.77
2018,Ontario,data.Non-immigrants,data.Female gender,35.55
2018,Ontario,data.Non-immigrants,data.Gender diverse,
2018,Ontario,data.Immigrants,data.Total - gender,11.35
2018,Ontario,data.Immigrants,data.Male gender,5.43
2018,Ontario,data.Immigrants,data.Female gender,17.62
2018,Ontario,data.Immigrants,data.Gender diverse,
2018,Ontario,data.Not stated - immigrant status,data.Total - gender,
2018,Ontario,data.Not stated - immigrant status,data.Male gender,
2018,Ontario,data.Not stated - immigrant status,data.Female gender,
2018,Ontario,data.Not stated - immigrant status,data.Gender diverse,
2018,Ontario,data.Total - visible minority population,data.Total - gender,19.21
2018,Ontario,data.Total - visible minority population,data.Male gender,8.17
2018,Ontario,data.Total - visible minority population,data.Female gender,29.77
2018,Ontario,data.Total - visible minority population,data.Gender diverse,
2018,Ontario,data.Visible minority population,data.Total - gender,11.16
2018,Ontario,data.Visible minority population,data.Male gender,6.05
2018,Ontario,data.Visible minority population,data.Female gender,17.06
2018,Ontario,data.Visible minority population,data.Gender diverse,
2018,Ontario,data.Not a visible minority,data.Total - gender,22.59
2018,Ontario,data.Not a visible minority,data.Male gender,9.22
2018,Ontario,data.Not a visible minority,data.Female gender,34.56
2018,Ontario,data.Not a visible minority,data.Gender diverse,
2018,Ontario,data.Not stated - visible minority population,data.Total - gender,9.56
2018,Ontario,data.Not stated - visible minority population,data.Male gender,
2018,Ontario,data.Not stated - visible minority population,data.Female gender,
